gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,42.0,Married,Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Female,32.0,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,Yes,10.0,10.0,Packets
Male,75.0,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,25.0,Single,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,Yes,15.0,15.0,Packets
Male,50.0,Separated,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Male,24.0,Single,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,Yes,15.0,15.0,Packets
Male,35.0,Single,Higher/Sub Degree,British,White,"28,600 to 36,400",Scotland,No,,,
Female,52.0,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,42.0,Married,Degree,British,White,"10,400 to 15,600",Scotland,No,,,
Male,44.0,Separated,GCSE/O Level,Scottish,White,,Scotland,No,,,
Male,67.0,Widowed,No Qualification,Scottish,White,,Scotland,Yes,20.0,12.0,Hand-Rolled
Female,69.0,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,91.0,Single,No Qualification,Scottish,White,,Scotland,No,,,
Male,61.0,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,50.0,Single,Degree,British,White,"20,800 to 28,600",Scotland,No,,,
Male,,Single,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Female,35.0,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,Yes,15.0,15.0,Packets
Male,24.0,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,Yes,20.0,15.0,Packets
Female,39.0,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,79.0,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,40.0,Married,Degree,Scottish,White,"Above 36,400",Scotland,No,,,
Male,60.0,Married,Degree,British,White,"Above 36,400",Scotland,No,,,
Male,42.0,Married,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Male,64.0,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,55.0,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,2.0,10.0,Packets
Male,54.0,Married,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,61.0,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,No,,,
Female,62.0,Divorced,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,59.0,Divorced,Degree,Scottish,White,Unknown,Scotland,No,,,
Female,79.0,Widowed,GCSE/CSE,Scottish,White,Refused,Scotland,No,,,
Female,37.0,Married,Degree,British,White,"10,400 to 15,600",Scotland,No,,,
Female,55.0,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,Yes,12.0,8.0,Packets
Female,88.0,Widowed,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
Female,39.0,Divorced,Degree,British,White,"15,600 to 20,800",Scotland,No,,,
Male,34.0,Single,Degree,British,White,"Above 36,400",Scotland,No,,,
Male,42.0,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
Female,45.0,Married,Degree,British,White,"2,600 to 5,200",Scotland,No,,,
Male,59.0,Married,ONC/BTEC,Scottish,White,"Above 36,400",Scotland,No,,,
Male,58.0,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,Yes,30.0,30.0,Packets
Male,74.0,Widowed,Higher/Sub Degree,British,White,"5,200 to 10,400",Scotland,No,,,
Male,45.0,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Male,64.0,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,53.0,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,40.0,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,30.0,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,10.0,Hand-Rolled
Male,70.0,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,,Separated,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,78.0,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,41.0,Married,A Levels,Scottish,White,"20,800 to 28,600",Scotland,Yes,24.0,24.0,Packets
Female,69.0,Divorced,No Qualification,British,White,"5,200 to 10,400",Scotland,No,,,
Male,54.0,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Male,59.0,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,20.0,Hand-Rolled
Female,23.0,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,15.0,Packets
Male,,Married,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,30.0,15.0,Packets
Male,,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,6.0,Packets
Male,54.0,Single,No Qualification,British,White,"5,200 to 10,400",Scotland,No,,,
Female,49.0,Divorced,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,55.0,Married,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,45.0,45.0,Hand-Rolled
Male,51.0,Widowed,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
Female,73.0,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Female,41.0,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,70.0,Married,GCSE/O Level,British,White,"20,800 to 28,600",Scotland,No,,,
Female,44.0,Separated,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,15.0,10.0,Packets
Male,51.0,Divorced,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Male,68.0,Married,Degree,Irish,White,"28,600 to 36,400",Scotland,Yes,1.0,0.0,Packets
Female,75.0,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,60.0,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,15.0,Packets
Male,56.0,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,64.0,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,27.0,Single,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,73.0,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,12.0,Packets
Male,34.0,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,2.0,Packets
Male,47.0,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,Yes,15.0,10.0,Hand-Rolled
Male,32.0,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,63.0,Married,No Qualification,British,White,"15,600 to 20,800",Scotland,No,,,
Female,23.0,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,46.0,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,48.0,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,68.0,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,52.0,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,20.0,Packets
Female,,Separated,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,6.0,Packets
Female,16.0,Single,No Qualification,Scottish,White,Refused,Scotland,No,,,
Male,41.0,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Female,48.0,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
Male,24.0,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,72.0,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,40.0,40.0,Hand-Rolled
Male,45.0,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,No,,,
Female,28.0,Married,Degree,British,White,"28,600 to 36,400",Scotland,No,,,
Male,20.0,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,69.0,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,70.0,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Male,50.0,Married,GCSE/CSE,Scottish,White,"15,600 to 20,800",Scotland,Yes,25.0,20.0,Both/Mainly Packets
Male,63.0,Married,A Levels,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,20.0,Packets
Male,44.0,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,No,,,
Female,83.0,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,17.0,Single,GCSE/CSE,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,15.0,Packets
Female,61.0,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,47.0,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,20.0,Packets
Male,57.0,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
Female,44.0,Married,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,15.0,10.0,Packets
Male,52.0,Single,GCSE/CSE,Irish,White,"15,600 to 20,800",Scotland,Yes,25.0,20.0,Both/Mainly Packets
Male,,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,63.0,Married,A Levels,Scottish,White,"28,600 to 36,400",Scotland,No,,,
Female,72.0,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,39.0,Married,Higher/Sub Degree,Scottish,White,"Above 36,400",Scotland,No,,,
Male,16.0,Single,No Qualification,Scottish,White,Refused,Scotland,No,,,
Female,35.0,Divorced,Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Female,39.0,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,56.0,Separated,No Qualification,Scottish,White,Refused,Scotland,Yes,10.0,10.0,Hand-Rolled
Female,31.0,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,60.0,30.0,Packets
Male,61.0,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Male,23.0,Separated,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,Yes,5.0,0.0,Packets
Male,34.0,Single,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,35.0,18.0,Both/Mainly Hand-Rolled
Male,24.0,Single,Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,82.0,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,27.0,Married,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Female,62.0,Divorced,GCSE/CSE,Scottish,White,"2,600 to 5,200",Scotland,Yes,18.0,18.0,Packets
Male,39.0,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",Scotland,No,,,
Male,44.0,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,43.0,Single,No Qualification,British,White,,Scotland,Yes,25.0,20.0,Packets
Male,31.0,Single,GCSE/O Level,Scottish,White,"2,600 to 5,200",Scotland,Yes,20.0,15.0,Both/Mainly Packets
Male,77.0,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",Scotland,Yes,20.0,10.0,Packets
Female,,Single,GCSE/O Level,English,White,"5,200 to 10,400",Scotland,No,,,
Female,81.0,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,31.0,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,20.0,10.0,Packets
Female,78.0,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,35.0,Married,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,,Widowed,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
Male,65.0,Divorced,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,,Married,Higher/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,24.0,Single,No Qualification,Scottish,White,"Under 2,600",Scotland,Yes,15.0,15.0,Hand-Rolled
Male,53.0,Single,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Female,63.0,Married,No Qualification,British,White,Refused,Scotland,No,,,
Male,35.0,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,3.0,12.0,Packets
Male,78.0,Widowed,No Qualification,Scottish,White,Refused,Scotland,No,,,
Female,31.0,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Male,22.0,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,49.0,Divorced,Other/Sub Degree,English,White,"2,600 to 5,200",Scotland,Yes,20.0,20.0,Hand-Rolled
Male,45.0,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,51.0,Married,No Qualification,English,White,"2,600 to 5,200",Scotland,Yes,20.0,20.0,Packets
Male,31.0,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
